semantics,summary_type,relevant_property,sharpness,category,model_global,model_proportion_global,signed_residual_global,abs_residual_global,empirical_proportion,model_incremental,model_proportion_incremental,signed_residual_incremental,abs_residual_incremental,global_minus_incremental_abs_residual
context_fixed,order,first,blurred,size_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.5284252594743227,-0.21164694269174256,0.21164694269174256,0.7400722021660653,principled_salience_stop_regularized_2x2_inc_static,0.6752661349982679,-0.06480606716779735,0.06480606716779735,0.1468408755239452
context_updating,order,first,blurred,size_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.528971615424572,-0.21110058674149323,0.21110058674149323,0.7400722021660653,principled_salience_stop_regularized_2x2_inc_rec,0.6738122713361365,-0.06625993082992876,0.06625993082992876,0.14484065591156448
context_fixed,order,second,blurred,form_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.14630363274361718,0.12690328000993117,0.12690328000993117,0.019400352733686007,principled_salience_stop_regularized_2x2_inc_static,0.02516161248107306,0.005761259747387053,0.005761259747387053,0.12114202026254411
context_updating,order,second,blurred,form_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.1458838752141398,0.1264835224804538,0.1264835224804538,0.019400352733686007,principled_salience_stop_regularized_2x2_inc_rec,0.025237235229796304,0.005836882496110297,0.005836882496110297,0.12064663998434351
context_fixed,length,second,sharp,two_adjectives,principled_salience_stop_regularized_2x2_glob_static,0.4546334310401604,0.20264930405603349,0.20264930405603349,0.2519841269841269,principled_salience_stop_regularized_2x2_inc_static,0.34086044766879053,0.08887632068466361,0.08887632068466361,0.11377298337136987
context_updating,length,second,sharp,two_adjectives,principled_salience_stop_regularized_2x2_glob_rec,0.4545868564982037,0.20260272951407676,0.20260272951407676,0.2519841269841269,principled_salience_stop_regularized_2x2_inc_rec,0.34091595040514167,0.08893182342101474,0.08893182342101474,0.11367090609306202
context_fixed,selection,second,blurred,redundant_form,principled_salience_stop_regularized_2x2_glob_static,0.5914860318436196,0.21935199304291436,0.21935199304291436,0.3721340388007052,principled_salience_stop_regularized_2x2_inc_static,0.4780664135521323,0.10593237475142708,0.10593237475142708,0.11341961829148728
context_updating,selection,second,blurred,redundant_form,principled_salience_stop_regularized_2x2_glob_rec,0.5911602612962327,0.21902622249552745,0.21902622249552745,0.3721340388007052,principled_salience_stop_regularized_2x2_inc_rec,0.478808746696845,0.10667470789613975,0.10667470789613975,0.11235151459938769
context_fixed,length,second,blurred,two_adjectives,principled_salience_stop_regularized_2x2_glob_static,0.45356866960609554,0.17138172075248004,0.17138172075248004,0.2821869488536155,principled_salience_stop_regularized_2x2_inc_static,0.34546770666595644,0.06328075781234094,0.06328075781234094,0.1081009629401391
context_updating,length,second,blurred,two_adjectives,principled_salience_stop_regularized_2x2_glob_rec,0.45313164374420867,0.17094469489059316,0.17094469489059316,0.2821869488536155,principled_salience_stop_regularized_2x2_inc_rec,0.3454774371896686,0.06329048833605311,0.06329048833605311,0.10765420655454006
context_fixed,order,second,sharp,form_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.13167059401798603,0.11182932417671622,0.11182932417671622,0.01984126984126981,principled_salience_stop_regularized_2x2_inc_static,0.024291137279484273,0.004449867438214464,0.004449867438214464,0.10737945673850176
context_updating,order,second,sharp,form_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.13137642541593367,0.11153515557466386,0.11153515557466386,0.01984126984126981,principled_salience_stop_regularized_2x2_inc_rec,0.024387743535539234,0.0045464736942694255,0.0045464736942694255,0.10698868188039443
context_fixed,order,both,sharp,form_initial_multi,principled_salience_stop_regularized_2x2_glob_static,0.1304334011682359,0.1065765423213175,0.1065765423213175,0.023856858846918412,principled_salience_stop_regularized_2x2_inc_static,0.028505875576883177,0.004649016729964765,0.004649016729964765,0.10192752559135274
context_updating,order,both,sharp,form_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.1292143046527259,0.1053574458058075,0.1053574458058075,0.023856858846918412,principled_salience_stop_regularized_2x2_inc_rec,0.028762153072488042,0.00490529422556963,0.00490529422556963,0.10045215158023788
context_fixed,length,second,blurred,three_adjectives,principled_salience_stop_regularized_2x2_glob_static,0.3168303677202575,0.2709749885315452,0.2709749885315452,0.045855379188712325,principled_salience_stop_regularized_2x2_inc_static,0.21803016558010221,0.1721747863913899,0.1721747863913899,0.09880020214015534
context_updating,length,second,blurred,three_adjectives,principled_salience_stop_regularized_2x2_glob_rec,0.3174867968473497,0.2716314176586374,0.2716314176586374,0.045855379188712325,principled_salience_stop_regularized_2x2_inc_rec,0.21900388919616873,0.1731485100074564,0.1731485100074564,0.098482907651181
context_fixed,selection,second,sharp,redundant_form,principled_salience_stop_regularized_2x2_glob_static,0.563415111134663,0.2816690793886315,0.2816690793886315,0.2817460317460315,principled_salience_stop_regularized_2x2_inc_static,0.4650566372351317,0.18331060548910016,0.18331060548910016,0.09835847389953134
context_updating,order,first,blurred,form_initial_multi,principled_salience_stop_regularized_2x2_glob_rec,0.1301820627548976,0.09769108802565599,0.09769108802565599,0.032490974729241624,principled_salience_stop_regularized_2x2_inc_rec,0.03236995554797607,-0.00012101918126555117,0.00012101918126555117,0.09757006884439043
