combination,relevant_property,sharpness,category,Fully incremental,Global,Plan-guided,architecture_spread,endpoint_difference,plan_guided_minus_endpoint_midpoint,summary_type
dimension_form,both,blurred,CDF,0.035228813559322,0.0114411487758945,0.0203757062146892,0.023787664783427503,0.023787664783427503,-0.0029592749529190505,Exact response
dimension_color,both,blurred,3,0.2610148423005565,0.2844499072356214,0.2727068645640074,0.02343506493506492,-0.02343506493506492,-2.5510204081591326e-05,Response length
dimension_color,first,sharp,F,0.0807457894736842,0.1039263157894736,0.0900336842105263,0.0231805263157894,-0.0231805263157894,-0.0023023684210526085,Initial adjective
color_form,second,sharp,DF,0.1324486373165618,0.1094538784067085,0.1211446540880503,0.022994758909853308,0.022994758909853308,0.0001933962264151351,Exact response
dimension_form,both,sharp,C,0.0495288259958071,0.0664481132075471,0.0723485324947589,0.02281970649895179,-0.01691928721173999,0.014360062893081796,Exact response
dimension_form,first,blurred,DF,0.1233246124031007,0.1409268410852713,0.1182185077519379,0.022708333333333386,-0.01760222868217058,-0.013907218992248088,Exact response
dimension_color,first,sharp,D,0.8475794736842105,0.8250131578947368,0.8424315789473684,0.022566315789473657,0.022566315789473657,0.00613526315789481,Initial adjective
dimension_form,first,sharp,CF,0.1012905263157894,0.0787884210526315,0.0902115789473684,0.022502105263157907,0.022502105263157907,0.0001721052631579595,Exact response
color_form,second,sharp,1,0.653703354297694,0.6761567085953878,0.6729344863731656,0.022453354297693795,-0.022453354297693795,0.008004454926624605,Response length
color_form,second,sharp,2,0.2707997903563942,0.2485146750524109,0.252711215932914,0.022285115303983277,0.022285115303983277,-0.006946016771488539,Response length
dimension_form,second,blurred,DFC,0.0101435185185185,0.0321837962962963,0.0172814814814814,0.0220402777777778,-0.0220402777777778,-0.0038821759259260007,Exact response
dimension_form,both,sharp,DCF,0.2030005241090146,0.1816519916142557,0.2035120545073375,0.021860062893081816,0.021348532494758904,0.01118579664570235,Exact response
dimension_color,first,blurred,DF,0.4284392789373815,0.4068842504743833,0.4206731499051233,0.02155502846299817,0.02155502846299817,0.003011385199240879,Exact response
dimension_form,second,blurred,1,0.516986574074074,0.4955874999999999,0.4973055555555555,0.021399074074074098,0.021399074074074098,-0.008981481481481424,Response length
color_form,both,blurred,C,0.0417226851851851,0.0628337962962962,0.0617884259259259,0.021111111111111094,-0.021111111111111094,0.009510185185185253,Exact response
color_form,first,blurred,C,0.7676041666666668,0.7880356481481482,0.7867874999999999,0.02043148148148144,-0.02043148148148144,0.008967592592592388,Exact response
dimension_color,both,sharp,FC,0.0499248949579832,0.0703240546218487,0.0511633403361344,0.020399159663865497,-0.020399159663865497,-0.00896113445378155,Exact response
dimension_color,first,sharp,DCF,0.1529599999999999,0.1329547368421052,0.1532947368421052,0.020339999999999997,0.020005263157894693,0.01033736842105265,Exact response
color_form,both,sharp,DF,0.1032809224318658,0.085880503144654,0.083585429769392,0.019695492662473807,0.01740041928721181,-0.010995283018867902,Exact response
