semantics,rule,support,order,parameter_set,metric,mean,variance,groups,mcse,lower_mc95,upper_mc95
updating,prefix_k1,four,neutral,fitted_constants,listener_advantage,0.02055509496532093,3.5061341337086514e-05,24,0.00024671924178258815,0.020071525251427056,0.021038664679214805
updating,prefix_k1,four,neutral,fitted_constants,speaker_size_first_given_set,0.5395889238930961,1.1570044804447298e-05,24,0.00014172820234891267,0.5393111366164922,0.5398667111697
updating,prefix_k1,four,neutral,original_grid,listener_advantage,-0.02717928958231967,0.0003729212417972089,24,0.0008046320348168395,-0.028756368370560677,-0.025602210794078664
updating,prefix_k1,four,neutral,original_grid,speaker_size_first_given_set,0.4815557184439883,8.8800573265101e-05,24,0.00039264190036033864,0.4807861403192821,0.48232529656869455
updating,prefix_k1,four,stable,fitted_constants,listener_advantage,0.022283283938970874,3.16870232683758e-05,24,0.00023454678248542135,0.021823572245299447,0.0227429956326423
updating,prefix_k1,four,stable,fitted_constants,speaker_size_first_given_set,0.9941241241584353,6.263742307849912e-09,24,3.2976586569557176e-06,0.9941176607474677,0.994130587569403
updating,prefix_k1,two,neutral,fitted_constants,listener_advantage,0.020555094965320934,3.5061341337086514e-05,24,0.00024671924178258815,0.02007152525142706,0.021038664679214808
updating,prefix_k1,two,neutral,fitted_constants,speaker_size_first_given_set,0.5395889238930961,1.1570044804447298e-05,24,0.00014172820234891267,0.5393111366164922,0.5398667111697
updating,prefix_k1,two,neutral,original_grid,listener_advantage,-0.02717928958231967,0.0003729212417972089,24,0.0008046320348168395,-0.028756368370560677,-0.025602210794078664
updating,prefix_k1,two,neutral,original_grid,speaker_size_first_given_set,0.4815557184439883,8.8800573265101e-05,24,0.00039264190036033864,0.4807861403192821,0.48232529656869455
updating,prefix_k1,two,stable,fitted_constants,listener_advantage,0.02244943909488056,3.004920393449378e-05,24,0.00022840480912344726,0.022001765668998603,0.022897112520762517
updating,prefix_k1,two,stable,fitted_constants,speaker_size_first_given_set,0.9941241241584353,6.263742307849907e-09,24,3.297658656955716e-06,0.9941176607474677,0.994130587569403
updating,terminal,fifteen,neutral,fitted_constants,listener_advantage,3.5192369066835054e-05,7.973004295238019e-08,24,1.1765212002296999e-05,1.2132553542332937e-05,5.825218459133717e-05
updating,terminal,fifteen,neutral,fitted_constants,speaker_size_first_given_set,0.49993781757028777,1.6853697935734989e-07,24,1.7105523157606116e-05,0.49990429074489884,0.4999713443956767
updating,terminal,fifteen,neutral,original_grid,listener_advantage,0.006886681767573454,1.6321100242553697e-05,24,0.0001683307561815598,0.006556753485457597,0.007216610049689311
updating,terminal,fifteen,neutral,original_grid,speaker_size_first_given_set,0.5026903938941273,6.675713101071102e-06,24,0.00010765583908622677,0.5024793884495182,0.5029013993387363
updating,terminal,fifteen,stable,fitted_constants,listener_advantage,2.933827902369976e-05,6.628928451575021e-08,24,1.0727793966860086e-05,8.311802848653992e-06,5.0364755198745533e-05
updating,terminal,fifteen,stable,fitted_constants,speaker_size_first_given_set,0.993187657551899,1.2176490126664956e-10,24,4.5977972773098395e-07,0.9931867563836326,0.9931885587201653
